Content,Label
"Dear sir/madam,<br> I am akhilesh patil, from VNIT nagpur. I was working on scilab Image and video processing toolbox by atoms. But when I\\r\\n am executing following commands I am getting error message as follows:<br><br> command : <br> c = camopen();<br> <br>--&gt;stacksize('max');<br> <br>--&gt;d = avireadframe(c);<br>Warning: No frame.<br> <br>--&gt;imshow(d)<br> it shows blank image<br> so , can you suggest some solution for why I am not getting frame over webcam??<br>here I have also defined stacksize to maximum so no issue of it.<br> \\r\\n Then I thought about to check my webcam's input video format by other windows application. And I found it saves it in MP4 format.<br>as per my\\r\\n knowledge scilab can process only AVI files, doesnt it sir ??? so is there any need to do something on webcam input format (in AVI) so that scilab can recognize it and can get a frame ?? and if it is how can we \\r\\ndo it ?<br> And being open , and new software there is no solution still available on web as per my knowledge , please tell me something about it..<br>",0
"<font size=""5""><b>Which open source software is used for PCB designing&nbsp; and please provide Express PCB workshop.</b></font><br>",0
why tags are used ? is it neceassary to use tags,0
"I am simulating the example 5.3 from OSCAD manual (pg 110), which is opamp based. does not getting the results after clicking ngspice.<br>I have included the ua741 subcircuit and also added oscad libraries to it. It shows the following on the ngspice terminal window,<br><br>**vplot8_1.sub:No such file or directory<br>&nbsp;&nbsp; Error: .include statement failed<br>&nbsp;&nbsp; Fatal error in NGSPICE - Return<br><br>I followed the instruction systematically as given in the OSCAD manual, but still getting these errors.<br>",0
"I am simulating a simple circuit which include zener (rating 12V), resistor and DC voltage source.<br>I get the following errors on terminal window,<br><br>**Supplies reduced to 0.0023% Note:One successful source step<br>&nbsp;&nbsp; Supplies reduced to 0.0024% Warning: singular matrix: check nodes 1 and 1<br>&nbsp;&nbsp; Warning: source stepping failed<br>&nbsp;&nbsp; doAnalyses: iteration limit reached<br><br>I have selected a zener diode and given a value of 12 as its rating.<br>",0
"header file &lt;iostream&gt; or &lt;iostream.h&gt; not reading on gcc compiler<div><br></div><div><br></div><div><b style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;""><u><span class=""HOEnZb""><font color=""#888888""><font color=""#888888"">Tapan Arora<br>Lecturer (Computer Science)<br>Govt. Polytechnic , Narender Nagar)<br>Mob. 9997709333,9997672090</font></font></span></u></b></div>",0
Sir<div>we have downloaded iso file and usb installer as told but we installed iso file in hard disk's e drive</div><div>And execute set up but at booting process only menu is coming with four option like try Ubuntu without installing etc.</div><div>But not getting forward in any option</div><div>How will we install Ubuntu?&nbsp </div>,0
"Sir/Madam,<br><br><br>i have installed OSCAD many times in WINDOWS 7 and UBUNTU 14.04 but not succeeded.<br><br>1) IN WINDOWS 7 :: the installation process is being done but oscad windows is not opening&nbsp; after clicking on it and well before the end of it is giving message like&nbsp; ""COULD NOT ----PATH"" .<br>2)IN UBUNTU 14.04 :: it is not getting installed anytime and telling ""PYTHON LIBRARY NOT FOUND""&nbsp; although i have installed many PYTHON package from OBUNTU software updater before installing OSCAD.<br><br><br><b><u>Regards<span class=""HOEnZb""><font color=""#888888""><span><font color=""#888888""><br>Tapan Arora<br>Lecturer (Computer Science)<br>Govt. Polytechnic , Narender Nagar)<br>Mob. 9997709333,9997672090</font></span></font></span></u></b><br><br>",0
"Sir/Madam<br><br>When running the RC project i m getting trouble at NetListConverter.<br><br>it is not getting quit after pressing Enter as guided by tutorial after giving values as suggested by tutorial.<br><br><br clear=""all""><b><u>Regards<span class=""HOEnZb""><font color=""#888888""><span><font color=""#888888""><br>Tapan Arora<br>Lecturer (Computer Science)<br>Govt. Polytechnic , Narender Nagar)<br>Mob. 9997709333,9997672090</font></span></font></span></u></b><br>",0
"dear sir,<br><br>according to tutorial sent by Gyanji,<br>i have installed xampp on Ubuntu 14.04 but when installing Drupal following error is coming again and again in any of the tar file downloaded(means any version of tar of Drupal) when running the command <br><br><code>sudo tar xvfz Desktop/drupal-6.12.tar.gz -C /opt/lampp/htdocs</code><br><br>. i m feeling effortless. plz help<br><br>Cannot open: No such file or directory<br>tar (child): Error is not recoverable: exiting now<br>tar: Child returned status 2<br>tar: Error is not recoverable: exiting now<br><br><br>",0
"Dear Sir,<div>In the above mentioned tutorial, it is mentioned that in order to access mysql database we need to open <b>phpmyadmin</b> application. As I am unable to locate this location kindly explain the process of starting this facility so that further learning related to database connectivity can be achieved.</div><div><br></div>",0
"<span style=""background-color: rgb(204, 255, 255);""><font color=""#CC6600""><i><b>If it is possible provide LINUX, C, C++, PHP &amp; MYSQL workshop experiment manual in soft copy for better learning............. <br>Satish Pise Lecturer SGP</b></i></font></span><br>",0
Can we display the process name of process id 0<div>using any command in ubuntu 12.04 LTS?</div>,0
"Hello Everyone<br>I am very new to OF and trying to mesh. I am getting following error:<br><br>FOAM FATAL ERROR: <br>face 0 in patch 4 does not have neighbour cell face: 4(2 4 14 12)<br><br>From function polyMesh::facePatchFaceCells(const faceList&amp; patchFaces,const labelListList&amp; pointCells,const faceListList&amp; cellsFaceShapes,const label patchID)<br>in file meshes/polyMesh/polyMeshFromShapeMesh.C at line 127.<br><br>I even tried with ""paraFoam -block"", but that too gave an error.<br>Please help me rectify this error<br><br>My blockMeshDict is:<br><br>convertToMeters 1;<br><br>vertices<br>(<br> (0 0 0) // 0<br> (1.5 0 0) //1<br> (2 0.5 0) //2<br> (0 0.5 0) //3<br> (2.5 0 0) //4<br> (4 0 0) //5<br> (4 0.5 0) //6<br> (0 2 0) //7<br> (2 2 0) //8<br> (4 2 0) //9<br> (0 0 0.1) // 10<br> (1.5 0 0.1) //11<br> (2 0.5 0.1) //12<br> (0 0.5 0.1) //13<br> (2.5 0 0.1) //14<br> (4 0 0.1) //15<br> (4 0.5 0.1) //16<br> (0 2 0.1) //17<br> (2 2 0.1) //18<br> (4 2 0.1) //19<br>);<br><br>blocks<br>(<br> hex (0 1 2 3 10 11 12 13) (10 10 1) simpleGrading (1 1 1)<br> hex (3 2 8 7 13 12 18 17) (10 10 1) simpleGrading (1 1 1)<br> hex (4 5 6 7 14 15 16 17) (10 10 1) simpleGrading (1 1 1)<br> hex (3 6 9 8 13 16 19 18) (10 10 1) simpleGrading (1 1 1)<br>);<br><br>edges<br>(<br> arc 1 2 (1.64644 0.35355 0)<br> arc 2 4 (2.35355 0.35355 0)<br> arc 11 12 (1.64644 0.35355 0.1)<br> arc 12 14 (2.35355 0.35355 0.1)<br>);<br><br>boundary<br>(<br> down<br> {<br> type symmetryPlane;<br> faces<br> (<br> (0 1 11 10)<br> (4 5 15 14)<br> );<br> }<br> right<br> {<br> type patch;<br> faces<br> (<br> (5 6 16 15)<br> (6 9 19 16)<br> );<br> }<br> up<br> {<br> type symmetryPlane;<br> faces<br> (<br> (9 8 18 19)<br> (8 7 17 18)<br> );<br> }<br> left<br> {<br> type patch;<br> faces<br> (<br> (3 0 10 13)<br> (7 3 13 17)<br> );<br> }<br> cylinder<br> {<br> type symmetry;<br> faces<br> (<br> (2 4 14 12)<br> (1 2 12 11)<br> );<br> }<br>);<br><br>mergePatchPairs<br>(<br>);<br>",0
"<div>Hello sir/mam,</div><div><br></div><div>How to resolve following error from example circuit of inverting amplifier provided by you.</div>Error: Could not find include file vplot8_1.sub",0
WHAT IS THE MEANING OF QCAD?<br>,0
How to install Q CAD?,0
"Hi,&nbsp;<div>i am trying to design a circuit astable multivibrator using IC LM555N.</div><div>But i am not getting output square wave and charging discharging waveform of capacitor.</div><div>I have designed the circuit with reference to the provided example&nbsp;</div><div><br></div><div>it will be great if you upload detailed step by step video for this.</div>",0
"How to verify if an operator Is binary or not in scilab....<div>This is the question how to write a program for it</div><div>Verify whether the following operation is binary or not in the interval [10,-10]</div><div>f(x,y)=x+y</div>",0
1. Please give me the link to download ubuntu 11.1.0 or 12 to run and see the c and c++ programs in GCC and G++ compiler.<br><br>2. sir help me to install EJS ( Easy java simulation ) and also would like to run and see a small example.<br><br><br>,0
when i try to run program with the help of gcc compiler on windows with help of minGW. It is showing zlib1.dll file missing how to fix this error???<br>,0
How to create class specifiers&nbsp,0
"After entering source parameter values in netlist converter,dialogue box appears saying there's no model in your circuit. What to do?<br>",0
"I get an error message, ""TypeError"", with a traceback.&nbsp; It says ""unsupported operand type(s) for /: 'Line2D' and 'float'.<br><br>Is this command not expected to work in Enthought's canopy?<br>",0
"I notice that double quote also works in the plot examples.&nbsp; Is this always true in Python.&nbsp; That is, are single and double quotes interchangeable?<br>",0
"<gs id=""2cd36ccb-0972-4421-9643-ca1c5c289e7d"" ginger_software_uiphraseguid=""eb925532-f612-4e4a-8b5d-0301dfb01d7b"" class=""GINGER_SOFTWARE_mark"" style=""line-height: 21.4285717010498px;""><gs id=""84209684-63a2-44a9-a300-d1e543f41da4"" ginger_software_uiphraseguid=""886f8442-79c4-4178-89e0-956423154c99"" class=""GINGER_SOFTWARE_mark"">hi</gs></gs><span style=""line-height: 21.4285717010498px;"">..</span><div style=""line-height: 21.4285717010498px;""><br></div><div style=""line-height: 21.4285717010498px;""><gs id=""64c13d54-00d4-471d-96cc-c9801b7cd82c"" ginger_software_uiphraseguid=""a7c10d63-c4fb-472c-8e08-38cd50f0beec"" class=""GINGER_SOFTWARE_mark""><gs id=""05785b49-cec1-4a85-bfb5-15069e2cfc82"" ginger_software_uiphraseguid=""ebe4ecd8-4717-40e1-a609-790a03a86243"" class=""GINGER_SOFTWARE_mark"">i</gs></gs>&nbsp;have&nbsp;<gs id=""6ccfdab2-62be-4823-8173-31d67d9658d1"" ginger_software_uiphraseguid=""a7c10d63-c4fb-472c-8e08-38cd50f0beec"" class=""GINGER_SOFTWARE_mark""><gs id=""737279a6-5cf1-4f23-aa95-ec950f812c17"" ginger_software_uiphraseguid=""ebe4ecd8-4717-40e1-a609-790a03a86243"" class=""GINGER_SOFTWARE_mark"">down loaded</gs></gs>&nbsp;<gs id=""7b0650c1-8d3a-4a60-81ed-905fd0780491"" ginger_software_uiphraseguid=""a7c10d63-c4fb-472c-8e08-38cd50f0beec"" class=""GINGER_SOFTWARE_mark""><gs id=""1dc5629c-e0cb-424c-aa32-c3d7733b068e"" ginger_software_uiphraseguid=""ebe4ecd8-4717-40e1-a609-790a03a86243"" class=""GINGER_SOFTWARE_mark"">camstudio</gs></gs>&nbsp;from camstudio.org two times.&nbsp;<gs id=""1f5e5c95-daaf-4e0e-9f23-611237544f09"" ginger_software_uiphraseguid=""4c6eb687-214a-49d8-bf25-ed6dedf23eb8"" class=""GINGER_SOFTWARE_mark""><gs id=""11c33d73-4510-411e-9ec7-f3adc7f453ec"" ginger_software_uiphraseguid=""3094bdd0-c7e6-4cc4-8844-07cb967bce0e"" class=""GINGER_SOFTWARE_mark"">after</gs></gs>&nbsp;installation, &nbsp;<gs id=""37a7ee36-19d3-4db7-82bc-5a8bc71722af"" ginger_software_uiphraseguid=""4c6eb687-214a-49d8-bf25-ed6dedf23eb8"" class=""GINGER_SOFTWARE_mark""><gs id=""02c5b462-f931-47bf-896b-ab5339b7509b"" ginger_software_uiphraseguid=""3094bdd0-c7e6-4cc4-8844-07cb967bce0e"" class=""GINGER_SOFTWARE_mark"">i</gs></gs>&nbsp;tried to run it.</div><div style=""line-height: 21.4285717010498px;""><gs id=""a4dd4175-50f3-45fc-8d28-5d7312993ecf"" ginger_software_uiphraseguid=""fc61d396-6efe-45cf-a6aa-8c23144363b9"" class=""GINGER_SOFTWARE_mark""><gs id=""63c39660-29b3-4fd6-92ca-dd54c3714d5d"" ginger_software_uiphraseguid=""bcfe27be-1c76-4ac9-b508-9d6228856b4a"" class=""GINGER_SOFTWARE_mark"">but</gs></gs>&nbsp;failed.&nbsp;<gs id=""e2a14f9d-6493-4ab5-9c83-e44392e5f9d1"" ginger_software_uiphraseguid=""6b787da7-6060-4c10-888e-1b43c31d04f7"" class=""GINGER_SOFTWARE_mark""><gs id=""ca30b611-796c-4eaa-ae38-9d134dcf468f"" ginger_software_uiphraseguid=""a62cebb6-f136-49c6-a368-195471727ffe"" class=""GINGER_SOFTWARE_mark"">i</gs></gs>&nbsp;do not know what to do???</div>",0
"<gs id=""0bf5707c-b3c5-41f6-8349-de4e165a1014"" ginger_software_uiphraseguid=""a3eac6bd-2b36-483a-a9f2-e3936fdcd13b"" class=""GINGER_SOFTWARE_mark"">subtitile</gs>&nbsp;is not available in this video",0
"<gs class=""GINGER_SOFTWARE_mark"" ginger_software_uiphraseguid=""2582aa0b-3031-42bc-a80c-aab0002a6611"" id=""150380b0-7820-4631-a960-a148f1480dd3""><gs id=""627509a4-eac7-45e3-b18e-a1a6b71a4b4c"" ginger_software_uiphraseguid=""66e17d8b-6091-444d-bb05-44c1b3b45b99"" class=""GINGER_SOFTWARE_mark"">hi</gs></gs>..<div><br></div><div>I like to contribute some more Videos in R programming. How it is possible??</div><div><br></div><div><gs class=""GINGER_SOFTWARE_mark"" ginger_software_uiphraseguid=""a5aca078-8b9b-483b-bf1e-5281ff2aa7ed"" id=""b3390c85-2b0a-4689-bb53-3c3f087769b2""><gs id=""862f44e4-b08e-4d4d-a07c-56304f222e79"" ginger_software_uiphraseguid=""cb8b2d6c-09df-4790-a513-15567a18ed22"" class=""GINGER_SOFTWARE_mark"">what</gs>&nbsp;</gs>are the steps to be done in this regard??</div>",0
"Hi..<div><br></div><div>R is&nbsp;a <gs id=""a6f006ec-70a1-49b1-acdc-f78e5c6a2589"" ginger_software_uiphraseguid=""7a95bc2f-e692-41ac-a117-39a6d5549653"" class=""GINGER_SOFTWARE_mark"">power</gs> full language, since we <gs id=""54922d28-0f5d-41db-9180-362a070b3ef1"" ginger_software_uiphraseguid=""7a95bc2f-e692-41ac-a117-39a6d5549653"" class=""GINGER_SOFTWARE_mark"">expecting</gs>&nbsp;more videos.</div>",0
m trying to install freeeda on my linux 15.04 by the steps given in tutorial but it is not getting installed.<br>when i try to run ./installFreeEDA.sh after extracting the installer file on desktop.. terminal says no such root ordirectory found... please help..<br>,0
"<span style=""line-height: 21.4285717010498px;"">i'm trying to install freeEDA in my windows 10 laptop from windows installer dowmloaded from freeEDA.in/download but it is not getting installed... it shows error in between the installation period.. please help..&nbsp;</span>",0
i have freeeda installed on my ubuntu 15.04 laptop for the vary first time.. every tool is working fine but analysis inserter isnt opening or showing any response..<br>please help<br>,0
How to change the font while creating the letter,0
When we create a tex document&nbsp &nbsp '_'(underscore) sign is not accepted,0
Where can we get the explanations of all the commands used in LaTex tutorial uploaded on the Spoken Tutorial Web Site?<div>Is there any reference material for LaTex? if yes pl share</div>,0
How to write subject of letter and also how to give reference of other letter. ?,0
"Hello i am a beginer and i am having some problems with _<div>When i use the ""_"" Character there is an error telling ! Missing $ inserted</div><div><br></div>",0
When i added closing the output was correct.But how can i get the content in closing to far right?,0
"In letter writing ""_"" is not allowed when used it gives an error ""$"" ?<br>what can be used&nbsp; as replacement for ""_"" ? <br>",0
HOW TO INCLUDE THE SUBJECT IN THE LETTER,0
"<font size=""4"">Sometimes the word get displayed on generated pdf on two different line with - (hyphen).&nbsp;</font><div><font size=""4"">E.g.</font></div><div><font size=""4"">Mathe-</font></div><div><font size=""4"">matics</font></div><div><font size=""4"">How to eliminate it?</font></div><div><font size=""4"">&nbsp;&nbsp;</font></div>",0
The tutorial does contain any information for How to add a subject in letter<br>its is very important while writing a letter to an HOD or principal<br>,0
What is exactly difference in Article and Report in Latex?<div><br></div>,0
How to left align the Signature?,0
How to add header and footer in report and letter writing?,0
How we add subject in letter?,0
How to tab lines in letter,0
How we make table and merge rows?,0
"Q 1. Is &nbsp;this software can be appended with the smart &nbsp;techniques of Text and Image mining or it is just document making software. Can we customize it for more smart work like NLP.&nbsp;<div><br></div><div>Q 2 :&nbsp;<span style=""line-height: 21.4286px;"">Is Latex capable of making automatic error corrections and auto recommendations for framing sentences. Different Version Compatibility??</span></div>",0
How to write out word no.,0
subject part of letter writing,0
I am not able to install MikTex 2.9 in Windows XP Operating System.<br>The error that I experienced is Permission Denied with pdf file ( C:\\Program files\\MikTex 2.9\\Doc/Latex/amscls/amsdtx.pdf) while extracting files from amscls.tar.lzma.<br><br><br>,0
I am having question regarding .tex file in the editor not about the .pdf file generated after compilation. <br>1. How to do spell check in editor (.tex file).<br>2. How to increase font size in text editor.<br><br>Thank you.<br>,0
question: can we do the setting that are available in letter document class in a article document. if so how can that be done???,0
QUESTION: DOES CURLY BRACKETS HAVE ANY IMPORTANCE WHILE DEFINING ANY POWER OF ANY CHARACTER OR A NUMERIC VALUE????,0
Is there mail merge feature &nbsp similar to MS word available with LaTeX?&nbsp,0
QUESTION:DO WE HAVE ANY COMMAND THAT WILL DIRECTLY MAKE ALIGNMENT OF EQUATIONS WHICH WILL START AT THE CENTER OF THE PAGE???,0
I would like to draw both bonding and antibonding orbitals for structures in my thesis. Could someone please tell me if there are any script commands for the antibonding orbitals as well as the bonding?,0
How to evaluate dirac delta function using Scilab?,0
"I have seen the following statement in the video:<div>"" &nbsp;import java.io.*; &nbsp;""</div><div>I think this is the statement for importing packages. But, what does "" io.* "" mean in the statement ?</div>",0
"Good evening sir,<br>i watched all your tutorials and i am using openfoam. would you please tell me how to find maximum/minimum velocity over time ? <br>",0
I am using buoyantBoussinesqSimpleFoam solver for natural convection problem. i got few results please help me to draw residual plots(convergence criteria and How to calculate Nusselt number ? <br>,0
"I am doing simulation on Natural convection using buoyantBoussinesqSimpleFoam, i got some results, for finding Nusselt number<font size=""4""> Nu = -H/<font style=""font-size: 18pt""><font face=""Liberation Serif, serif"">\u0394T</font></font>*&nbsp;\r\n\r\n<font style=""font-size: 18pt""><font face=""Liberation Serif, serif"">(\u2202</font><font face=""Liberation Serif, serif"">T/</font><font face=""Liberation Serif, serif"">\u2202x)</font><sub><font face=""Liberation Serif, serif"">w here how to calculate derivative and also&nbsp; integration&nbsp; using paraview ? i dont have any awareness ? Thank you</font></sub></font></font>\r\n\r\n<font face=""Liberation Serif, serif""></font>\r\n\r\n",0
"Q 1) <br>for a square cavity <br><br>blocks<br>(<br>&nbsp;&nbsp;&nbsp; hex (0 1 2 3 4 5 6 7) (20 20 1) simpleGrading (1 1 1)<br>);<br>Mesh size 20x20 then n= 20,<br><br>suppose <br>blocks<br>(<br>&nbsp;&nbsp;&nbsp; hex (0 1 2 3 4 5 6 7) (40 20 1) simpleGrading (1 1 1)<br>);<br>mesh size = 40x 20, then how to take n = ? <br><br>Q2)<br>i want a parallel plate with&nbsp; length = 10 ft, breadth = 1 ft.<br><br>convertToMeters 1;<br><br>vertices<br>(<br>&nbsp;&nbsp;&nbsp; (0 0 0)<br>&nbsp;&nbsp;&nbsp; (10 0 0)<br>&nbsp;&nbsp;&nbsp; (10 1 0)<br>&nbsp;&nbsp;&nbsp; (0 1 0)<br>&nbsp;&nbsp;&nbsp; (0 0 0.01)<br>&nbsp;&nbsp;&nbsp; (10 0 0.01)<br>&nbsp;&nbsp;&nbsp; (10 1 0.01)<br>&nbsp;&nbsp;&nbsp; (0 1 0.01)<br>);<br>Is it write sir ?&nbsp; <br>",0
I Need real time examples for session and cookies can you tell elaboratly,0
"<div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;"">Dear Sir,</div><div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;""><br></div><div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;"">Please find the attachment of screenshots which elaborates the error received during execution of DEMO in Scilab&gt;Demonstration&gt;Xcos&gt;<wbr>Electrical System&gt;&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;""><br></div><div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;"">Please help us in solving this problem ... &nbsp;&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;""><br></div><div style=""font-family: arial, sans-serif; font-size: 12.8px; line-height: normal;""><img src=""https://mail.google.com/mail/?ui=2&amp;ik=33ebd3cff6&amp;view=fimg&amp;th=154098ab4bf6f320&amp;attid=0.1&amp;disp=emb&amp;realattid=ii_153ec70f15f599fe&amp;attbid=ANGjdJ9o8SiHOKuATSsqJJFjw43KW-2gfr8Y295OLkBuWvLlzGvBFDooufR2WgWkUNVkklIfAWvVr19cSXclWZENQ07Vtgcqgw9HDCx3ySoOURT47ZHAYImlGAqd_GY&amp;sz=s0-l75-ft&amp;ats=1463118509790&amp;rm=154098ab4bf6f320&amp;zw&amp;atsh=1"" alt=""Inline image 1""></div>",0
"Good evening sir,<br>by your videos i have learned many things also i am doing research using openfoam too. still i am learner.<br>my work is "" <b>study of convection in side the square enclosure with rectangular fin</b> "" <br>square cavity of length 1m X 1m.<br>In side the cavity i want to include rectangular fin of length 0.6m X 0.2m.<br>please tell me the idea so that i can do it.<br>what solver to be used ? <br>with out fin i have used buoyantBoussinesqSimpleFoam for my results. <br>",0
"<div class=""row"" style=""line-height: 21.4286px;""><div class=""comments pull-right col-lg-11 col-md-11 col-sm-11 col-xs-11"" style=""width: 660px;""><div class=""comment"" id=""comment210""><span class=""meta""><br></span></div><div class=""comment"" id=""comment211""><div class=""body"" id=""cbody211"">Sir ,<br>Where to get those IN and OUT node as given in the example</div></div><div class=""comment"" id=""comment212""><div class=""body"" id=""cbody212"">There is global label available in the schematic on the right side tool bar. You can see it on pg19 of User Manual.<br></div><span class=""meta""><br></span></div><div class=""comment"" id=""comment213""><div class=""body"" id=""cbody213"">In some computer after simulation, plotting window is not appearing.Is this because of some problem in installation</div></div><div class=""comment"" id=""comment214""><div class=""body"" id=""cbody214"">Can you please tell us which OS you are using ? eSim has been tested for Ubuntu as well as Windows.<br><br>Let us know the exact error you are getting on the command terminal</div></div><div class=""comment"" id=""comment215""><div class=""body"" id=""cbody215"">We are using Ubuntu.....only in some computers we are facing problem....I will let you know the comments coming on command terminal of those computers.<br></div><span class=""meta""><small style=""font-size: 11.05px;""><i>18-02-16, 7:11 p.m.</i></small>&nbsp;Frager</span><span class=""meta""><a class=""add-comment"" data-target=""comment490"" href=""http://forums.spoken-tutorial.org/question/302/simulation-in-e-sim/#"" style=""line-height: 21.4286px; font-size: 15px;""><small style=""font-size: 22.3676px;"">add comment</small></a></span></div></div></div>",0
"<span style=""line-height: 21.4286px;"">What are the hardware requirements and facilities needed to set up a test? What kind of questions can be expected?</span>",1
"<div>what does ""shortcut icon"" option does?</div>http://pasteboard.co/2vKUX3EOw.png<div>i want to change the shorcuts logo from star to drupal logo.is it possible.</div><div>i also wnat to remove shortcuts options.is it possible?</div>",0
"Added copy and paste icons as suggested in the video.<br>Then went to content, clicked article, then edit article. In Basic HTML, copy and paste buttons are available, but when some text is selected and copy is clicked, followed by paste, it is saying, <br>'because of the browser security setting, paste is not allowed, so use control + v for pasting it manually.<br>How to disable browser security setting in Firefox / Chrome, so that paste button will work directly?<br><br>",0
Why I don't see any change in site when changes the weight from 0 to 5?<br>,0
"&nbsp;I dont see ""Limit allowed html tags and corrected html faults"" options<br>",0
In tutorial it shows the admin tool bar in horizontal direction. But for it comes in vertical direction.<div>How to change it?</div><div>Why it comes like that?</div>,0
"While entering custom date in PHP date format, in order to represent the day of the week, the first character should be lower case L, but the narrator erroneously says lower case i.<br>",0
"I learnt that MySQL is a database and Apache is a server, but how do they help my website ? Maam also mentioned that they acquire some ports(8080 and 3306) what are these ?? do i meed to worry abou them??",0
How do tags help me ??what does drupal do when I create tags with an Article?,0
To get Google ads of our website<div>Which CMS to use wordpress or drupal</div><div>As Google Suggest users to make their website using wordpress???</div>,0
"what if i want to upload an image with size more than 32MB. this is a big limitation, a website can have any content. What if its some photography website and it needs more limit? any solution to that?",0
Why is there a Size limit to upload an image ?? is it related to loading of the webpage????????,0
"Hello, May I have your attention please? I have an issue that whenever I add the Menus they are getting arranged in the alphabetically order but I want to arrange it non-alphabetically like I wanted my Home Page to come after About Us page and then later all the other pages. Is it possible? How? Do let us know :)<div><br></div><div><br></div>",0
<i><b>What is Cron in Drupal?<br>What work does Cron do?</b></i><br>,0
"<span style=""line-height: 21.4286px;"">Off course, open link in a new tab. but when we code in html and set the target to ""_blank""&nbsp;</span><div style=""line-height: 21.4286px;"">in drupal without the users input i want my link to open in a new tab</div>",0
"In tutorial, it shows that alternative text for image can be added. But while in real time uses of the software, the alternative text box shows a pre text line within the box which is not able to to edit. so, how to put alternative text for image ?<br>",0
I need to know whether there is training on E-commerce and its applications<div><br></div>,1
"The command ""ipython -pylab"" is not working. I'm also trying to add the screenshot in queries section, but i didnt get it? tell me how to add images.",0
what is matplotlib? from where can i get this? can i get the details about &nbsp matplotlib?,0
"Good evening sir, <br>I am doing a natural convection problem in which i want second \r\nderivative of a scalar i.e Temperature T<br>How can i implement it in openFoam?<br>Double derivative of Temperature with repsect to x or y ?<br><br>Is it possible to calculate in paraview ? <br>",0
"plz clarify the importance of ""using namespace&nbsp; std"" in the cpp programming&nbsp; code<br>",0
"while solving the problems given in video, i came to know that i have to draw a circle profile in openfoam. so when i was drawing that i written all the vertices but when i want to see that in parafoam, it not showing. what i have to do next ?",0
"Sir,<div>I want to know the following:</div><div>1. Since the cylinder is a solid entity, the enclosure is a surface body or a solid itself?</div><div>2. If the enclosure is a solid, then do i have to subtract the cylinder from the enclosure to be able to mesh the area external to the cylinder?</div><div>3. I am using SALOME. I used a solid body and a solid enclosure, specified the groups and generated the mesh. Later in the terminal i imported using ideasUnvToFoam and then used blockMesh then checkMesh commands. Till here it is all, the mesh is good, but when running the adjointShapeOptimizationFoam solver it shows FATAL ERROR. And i dont know what to do. Please help. Any suggestion will be helpful. &nbsp;</div>",0
why every&nbsp  programme should have only function?<br>,0
models of arduino,0
"Currently while installing DWSIM, list of components to install is different from what is shown in tutorial. Please specify the components to select as per the current DWSIM installation file.<br>",0
"It is said in the tutorial to add Benzene from DWSIM database, but current UI doesn't show any Benzene component from DWSIM database when searched for it.<br>",0
Thermodynamics tab is missing Under Simulation Settings. Can you please help.<br>,0
"After dropping the Material stream into flowsheet from Object Palette, there is no automatic pop-up to enter the composition. So where do one specify the composition of the stream?<br>",0
Cannot find the specification button for specification of the material. Can you please help.<br>,0
"As there is no 'Appearance' tab with 'Name' field, how do one change the name of the Material Stream?<br>",0
"The ""Apply"" button is missing. Can you please help.<br>",0
"Where do one find the ""Material Stream"" object to drag and drop into Flowsheet area?<br>",0
&nbsp I am having problem in enrolling in the ongoing test as the option for enrolling is not available ...please do revert back...,1
Can you please help in finding the molar composition of the distillate stream after results are generated?<br>,0
"Sir,How can we specify the required composition of distillate and bottom stream in rigorous distillation column without doing a simulation for shortcut distillation column first or is it compulsory to first perform a shortcut distillation simulation to specify it.<div>Thank you for great videos.<br></div><div><br></div>",0
in my dwsim installation the simulation settings are not as shown in the video am unable to find the thermodynamics tab?<div>and also when i search for components i don't get components present in dwsim by i get components present in Chemsep</div>,0
Where to use &amp  and Where to use * ? What is the role of these operators?. Why * is not used in C++ as we used in C??<br>,0
"As you explained pointer stores memory address, so whether &amp;(&amp;num) returns address of pointer and *(&amp;num) returns value stored in the address<br>",0
Whether pointer is defined by its own address or it stores only memory address ?<br>,0
"Hi,&nbsp;<div>&nbsp; &nbsp; I have my own web portal designed using drupal 7.51. My requirements are so dynamic that I want to code on the project and deploy it. I may have to modify and customise the modules and the entire drupal project. Working on notepad++ or drupal layout is a bit hectic for my case. I feel better if am able to take control of the entire project through a DEVELOPER environment such as Eclipse, netbeans. May I know how to do that?</div>",0
"Hi,<div><br></div><div>&nbsp; &nbsp; I have a web portal developed in drupal 7.51 using Marinelli theme. I want to migrate to drupal 8 where I don't find the theme. How shall I do it?</div>",0
When I'm trying to add a new item into koha library system its says 'An error occurred when inserting this item type. Perhaps the value already exists'. I'm trying deferent names as item type. But its not working. Please Help <br>,0
"Are you tired of your work? Visit www.play999.com for latest games, videos and much more!",1
